"Record Number","Scientific Name","Observation Date","Verified Date","Specimen Type","Organism Type","Status","Region(s)","Lat/Long","Longitude","Precision","Location Notes","Observation Notes","Submitter","Data Source","Partner Project","Updated Date"
"730655","Hypena scabra","08/03/2012","08/11/2012","Photograph","butterfly","Resident","United StatesOhioAshland County","40.77339187764","-82.266912460327","point record","","","Bowbender (16396)","","","08/11/2012 21:34:25"
"730809","Hypena scabra","08/06/2012","09/20/2012","Photograph","moth","Resident","United StatesNew JerseyGloucester County","39.872396509656","-75.137214660644","point record","","","Chip Krilowicz (2632)","","","09/20/2012 21:24:59"
"730965","Hypena scabra","08/07/2012","09/19/2012","Photograph","moth","Resident","United StatesNew JerseyCumberland County","39.4525","-75.3480556","point record","","","Chip Krilowicz (2632)","","","09/19/2012 09:32:06"
"731109","Hypena scabra","08/12/2012","08/13/2012","Photograph","moth","Resident","United StatesMassachusettsHampshire County","42.368829","-72.673659","point record","","Small (2 cm wingspan) dusty black, triangular moth attracted to porch light on moderately warm, humid evening after a rainstorm","edenny (5128)","","","08/13/2012 20:51:38"
"731364","Hypena scabra","08/14/2012","05/03/2013","Photograph","moth","Resident","United StatesAlabamaMarshall County","34.205705","-86.1584869","point record","","","ddodd (17441)","","","05/03/2013 22:10:49"
"731711","Hypena scabra","08/06/2012","08/22/2012","Photograph","moth","Resident","United StatesMassachusettsNantucket County","41.292108541352","-70.170321464539","point record","On the porch.","At a mercury-vapor light.","Lula Field (835)","","National Moth Week","08/22/2012 12:40:11"
"738590","Hypena scabra","08/23/2012","08/25/2012","Photograph","moth","Resident","United StatesFloridaSanta Rosa County","30.390743","-87.081525","point record","","","Pete Williams (1034)","","","08/25/2012 05:58:29"
"738977","Hypena scabra","08/14/2012","08/26/2012","Photograph","moth","Resident","United StatesMassachusettsBarnstable County","41.644493","-70.3454579","point record","","Attracted to deck lights","Sheryl Johnson (6080)","","","08/26/2012 21:10:28"
"741609","Hypena scabra","09/05/2012","09/12/2012","Photograph","moth","Resident","United StatesArkansasSebastian County","35.3349467","-94.297515799996","point record","","Mid morn. Hot humid sunny. Northside yard. Moth flew from ground to fence board.","CA Ivy (16816)","","","09/12/2012 15:39:21"
"741684","Hypena scabra","08/19/2012","09/19/2012","Photograph","moth","Resident","United StatesNew JerseyCamden County","39.8915022","-75.0376707","point record","","","Chip Krilowicz (2632)","","","09/19/2012 09:40:52"
"742165","Hypena scabra","09/08/2012","10/06/2012","Photograph","moth","Resident","United StatesWisconsinOzaukee County","43.460753605612","-87.810952663421","point record","On the property of the Forest Beach Migratory Preserve, approx. 0.6 miles ENE of the intersection of County Hwy P and Lake Church Rd., Ozaukee County, WI","","jim8435wisc (4997)","","","10/06/2012 15:59:57"
"743190","Hypena scabra","09/13/2012","09/17/2012","Photograph","moth","Resident","United StatesVirginiaFairfax County","38.7906","-77.287835","point record","","","Matt ODonnell (1059)","","","09/17/2012 20:22:37"
"743956","Hypena scabra","09/23/2012","09/24/2012","Photograph","moth","Resident","United StatesFloridaSanta Rosa County","30.390743","-87.081525","point record","","","Pete Williams (1034)","","","09/24/2012 18:59:03"
"743958","Hypena scabra","05/10/2012","12/29/2012","Photograph","moth","Resident","United StatesIowaBenton County","41.997151799966","-91.885094046593","point record","","","adelzeller (19432)","","","12/29/2012 06:25:59"
"744076","Hypena scabra","09/24/2012","09/25/2012","Photograph","moth","Resident","United StatesMassachusettsHampshire County","42.34452565256","-72.547185122966","point record","","","Axarus (2326)","","","09/25/2012 20:02:43"
"744547","Hypena scabra","09/30/2012","10/13/2012","Photograph","moth","Resident","United StatesVermontWindsor County","43.852963","-72.588778","point record","","","Kyle Jones (2682)","","","10/13/2012 21:33:59"
"744560","Hypena scabra","09/29/2012","10/06/2012","Photograph","moth","Resident","United StatesWisconsinColumbia County","43.392481207216","-89.363007545472","point record","MacKenzie Environmental Education Center properties, along Park Rd., 3/4 mile south of the intersection of county highway CS and Park Rd.","","jim8435wisc (4997)","","","10/06/2012 16:00:27"
"744658","Hypena scabra","10/01/2012","11/26/2012","Photograph","moth","Unknown","United StatesWyomingNatrona County","42.740204511387","-106.31504058838","point record","Strube Loop on Casper Mountain","52 degrees F, came to light","Dwaine Wagoner (90)","","","11/26/2012 05:27:32"
"745123","Hypena scabra","07/01/2012","10/07/2012","Photograph","moth","Resident","United StatesPennsylvaniaBlair County","40.4263335","-78.4329588","point record","","","curtis.lehman (46)","","","10/07/2012 12:07:54"
"745157","Hypena scabra","09/23/2012","10/14/2012","Photograph","moth","Resident","United StatesTennesseeOverton County","36.490817666088","-85.302979946136","point record","Jackson Swamp WMA.","","Doug Bruce (97)","","","10/14/2012 21:53:57"
"745276","Hypena scabra","09/16/2012","10/12/2012","Photograph","moth","Resident","United StatesMinnesotaBlue Earth County","44.165798197286","-93.98584842682","point record","","","cheins (16821)","","","10/12/2012 09:19:31"
"745467","Hypena scabra","09/20/2012","10/15/2012","Photograph","moth","Resident","United StatesNew JerseyBurlington County","40.0378489","-74.931107","point record"," Pennington Farm is a new County Park that has meadows left natural. Surrounded by the Rancocas Creek, and Homes. There are several planted gardens and rec area.","","Chip Krilowicz (2632)","","","10/15/2012 18:20:15"
"745617","Hypena scabra","09/12/2012","10/17/2012","Photograph","moth","Resident","United StatesMinnesotaWright County","45.324098293714","-93.892099857328","point record","5 miles NW of Monticello, MN","Found on baited maple tree, 1 hour after dusk, 60F","stonehollow (3327)","","","10/17/2012 08:59:21"
"745926","Hypena scabra","10/17/2012","10/18/2012","Photograph","moth","Resident","United StatesOhioMahoning County","41.000682479671","-80.621369183064","point record","1915 Walker Mill Rd., Poland, OH  44514","","Leslie Warren (4537)","","","10/18/2012 22:44:31"
"745939","Hypena scabra","07/20/2012","10/18/2012","Photograph","moth","Resident","United StatesWest VirginiaFayette County","38.121403362383","-81.117838025093","point record","Hawks Nest State Park","","curtis.lehman (46)","","","10/18/2012 18:08:00"
"746411","Hypena scabra","08/11/2011","10/25/2012","Photograph","moth","Resident","United StatesTennesseeChester County","35.540380573152","-88.593744635582","point record","","","Ken Childs (70)","","","10/25/2012 21:40:10"
"746412","Hypena scabra","05/29/2011","10/25/2012","Photograph","moth","Resident","United StatesTennesseeChester County","35.540382755681","-88.593744635582","point record","","","Ken Childs (70)","","","10/25/2012 21:41:52"
"754934","Hypena scabra","11/05/2012","11/06/2012","Photograph","moth","Resident","United StatesFloridaSanta Rosa County","30.390743","-87.081525","point record","","","Pete Williams (1034)","","","11/06/2012 13:59:46"
"756147","Hypena scabra","11/12/2012","12/17/2012","Photograph","moth","Resident","United StatesMaineWaldo County","44.3142224","-69.1711759","point record","","Found inside.","Fyn Kynd (21238)","","","12/17/2012 14:29:17"
"757127","Hypena scabra","11/19/2012","12/28/2012","Photograph","moth","Resident","United StatesLouisianaCaddo Parish","32.448214569161","-93.704127967358","point record","Americana Dr., Shreveport, LA","","Jeff Trahan (256)","","","12/28/2012 16:56:28"
"757155","Hypena scabra","04/05/2011","12/28/2012","Photograph","moth","Resident","United StatesLouisianaCaddo Parish","32.448212305708","-93.704127967358","point record","Americana Dr., Shreveport, LA","","Jeff Trahan (256)","","","12/28/2012 18:16:01"
"757185","Hypena scabra","11/14/2012","12/29/2012","Photograph","moth","Resident","United StatesArkansasSebastian County","35.3349467","-94.297515799996","point record","","Cool sunny. Moth was stationary on garage floor.","CA Ivy (16816)","","","12/29/2012 14:02:03"
"757350","Hypena scabra","11/25/2012","12/29/2012","Photograph","moth","Resident","United StatesArkansasSebastian County","35.333052561265","-94.261837005615","point record","Pond Ft Chaffee about 2 miles east of Barling, AR.","Cool, sunny. Pond edge dead vegetation.","CA Ivy (16816)","","","12/29/2012 14:01:13"
"757589","Hypena scabra","12/01/2012","12/28/2012","Photograph","moth","Resident","United StatesLouisianaCaddo Parish","32.448219096069","-93.704117238518","point record","Americana Dr., Shreveport, LA","Came to blacklight.","Jeff Trahan (256)","","","12/28/2012 15:13:03"
"758483","Hypena scabra","12/13/2012","12/30/2012","Photograph","moth","Resident","United StatesArkansasSebastian County","35.3349467","-94.297515799996","point record","","Moth was on garage window sill attempting to get outside.","CA Ivy (16816)","","","12/30/2012 08:54:27"
"758596","Hypena scabra","12/08/2012","12/19/2012","Photograph","moth","Resident","United StatesVirginiaAlbemarle County","38.074024567627","-78.3855843544","point record","","by front door lights","Nancy Weiss (400)","","","12/19/2012 21:14:31"
"758843","Hypena scabra","11/10/2012","03/22/2013","Photograph","moth","Resident","United StatesOklahomaAdair County","35.848430615243","-94.682750701902","point record","Caney creek riparian area 3 miles west of Maryetta, OK.","","CA Ivy (16816)","","","03/22/2013 20:00:02"
"759829","Hypena scabra","01/14/2013","06/11/2013","Photograph","moth","Resident","United StatesNew JerseyCamden County","39.8915022","-75.0376707","point record","Haddonfield:I only attract moths to my deck by leaving the light on all night.  I live in Haddonfield on a quiet dead end street.  Located on a inter coastal flood plain.  One hundred years ago, a former farm that became subdivided and turned into suburbia.  My back yard contains one mature pin oak, Black Cherry trees American Holly, Blue Atlas Cedar and Dogwood. Smaller item include Butterfly bush, Mt Laurel and rodadendren, Evening Primrose, tropical milkweed and some mint.   In the closer vicinity are hemlock, spruce, beech, tulip, sweet gum, sycamore, maple and some pine trees.  At the end of my street (200 yds away) is Cooper Park that contains Cooper Creek. and across the street from me is a deep ravine with a feeder stream to the creek. It was at this location in 1858 Hadrosaurus foulkii was discovered in a marl pit.  Most of the plants are what the owners planted. The natural growing plants and trees are in the floodplain and ravine.  Also at the end of the block (a former sewer plant) is a small field in transition. There are grasses and shrubs and young trees.","Attracted to light.","Chip Krilowicz (2632)","","","06/11/2013 10:19:25"
"759839","Hypena scabra","01/11/2013","01/14/2013","Photograph","moth","Resident","United StatesFloridaOkaloosa County","30.933046","-86.612581","point record","","came to lights","MaryAnn Friedman (9521)","","","01/14/2013 15:30:01"
"763866","Hypena scabra","11/07/2012","03/27/2013","Photograph","moth","Resident","United StatesArkansasSebastian County","35.346206691186","-94.298958778381","point record","Camp site E3, Lock and Dam road 0.5 miles north of Springhill park entrance, Barling AR ","Moth on Dallis grass seed head.","CA Ivy (16816)","","","03/27/2013 08:44:32"
"764424","Hypena scabra","09/25/2012","04/05/2013","Photograph","moth","Resident","United StatesWisconsinDane County","43.12191085263","-89.641056060791","point record","","Attracted to lights.  Common.","Ilona L. (4391)","","","04/05/2013 16:00:13"
"765354","Hypena scabra","06/22/2012","02/20/2013","Sighting","moth","Resident","United StatesPennsylvaniaSullivan County","41.401994296106","-76.278752088547","point record","","","curtis.lehman (46)","","","02/20/2013 19:05:49"
"765519","Hypena scabra","10/12/2012","02/24/2013","Photograph","moth","Resident","United StatesTennesseeChester County","35.540203788051","-88.593999445438","point record","","","Ken Childs (70)","","","02/24/2013 09:30:11"
"765520","Hypena scabra","11/01/2012","02/24/2013","Photograph","moth","Resident","United StatesTennesseeChester County","35.540203788051","-88.594007492066","point record","","","Ken Childs (70)","","","02/24/2013 09:31:39"
"765521","Hypena scabra","11/01/2012","02/24/2013","Photograph","moth","Resident","United StatesTennesseeChester County","35.540203788051","-88.593999445438","point record","","","Ken Childs (70)","","","02/24/2013 09:33:04"
"767708","Hypena scabra","02/07/2013","02/27/2013","Photograph","moth","Resident","United StatesKentuckyHardin County","37.8123252","-85.7500104","point record","","Wingspan 33 mm","rdhealy1951@aol.com (177)","","","02/27/2013 20:10:17"
"771807","Hypena scabra","06/21/2012","07/07/2013","Photograph","moth","Resident","United StatesNew YorkAllegany County","42.1500461","-78.2250698","point record","","Found at porch light","Jeremy Martin (15493)","","","07/07/2013 14:14:23"
"771940","Hypena scabra","03/14/2013","04/14/2013","Photograph","moth","Resident","United StatesArkansasSebastian County","35.3349211","-94.297102600001","point record","","Moth came to porch light.","CA Ivy (16816)","","","04/14/2013 15:35:04"
"773729","Hypena scabra","04/05/2013","04/06/2013","Photograph","moth","Resident","United StatesTennesseeObion County","36.375409302899","-89.141006469727","point record","Placed point manually","at porch light","kent (69)","","","04/06/2013 09:14:56"
"773981","Hypena scabra","04/09/2013","04/09/2013","Photograph","moth","Resident","United StatesTexasBexar County","29.6336411","-98.4438439","point record","","","whbauer (12057)","","","04/09/2013 19:32:50"
"855584","Hypena scabra","11/26/2012","06/22/2013","Photograph","moth","Resident","United StatesLiberty CountyTexas","30.096573655059","-94.765491485593","point record","601 FM 1011, Liberty, TX, Trinity River Refuge HQ building.","Trinity River Refuge HQ building under white light.","Stuart Marcus (12111)","","","06/22/2013 20:08:21"
"901684","Hypena scabra","06/01/2013","06/05/2013","Photograph","moth","Resident","United StatesArkansasSebastian County","35.3349211","-94.297102600001","point record","","Moth on side of house.","CA Ivy (16816)","","","06/05/2013 22:48:51"
"902811","Hypena scabra","06/08/2013","06/10/2013","Photograph","moth","Resident","United StatesIllinoisJackson County","37.724829966563","-89.26090657711","point record","","","mathgeek (16132)","","","06/10/2013 22:28:52"
"903085","Hypena scabra","06/11/2013","01/23/2014","Photograph","moth","Resident","United StatesAlabamaMarshall County","34.205705","-86.1584869","point record","","","ddodd (17441)","","","01/23/2014 19:17:58"
"906060","Hypena scabra","06/14/2013","06/29/2013","Photograph","moth","Resident","United StatesWisconsinDane County","43.121785556704","-89.641056060791","point record","","Attracted to lights.","Ilona L. (4391)","","","06/29/2013 17:29:36"
"906345","Hypena scabra","06/19/2013","06/20/2013","Photograph","moth","Resident","United StatesMarylandAnne Arundel County","39.103156709728","-76.715469360351","point record","","19 mm. Warn and torn, and seemed rather lethargic.  Black PM is visible. Found near balcony light.","treichard (19120)","","","06/20/2013 16:38:18"
"907562","Hypena scabra","06/29/2013","06/30/2013","Photograph","moth","Resident","United StatesPennsylvaniaJefferson County","41.323493179495","-79.079241156578","point record","","","curtis.lehman (46)","","","06/30/2013 06:38:55"
"908314","Hypena scabra","06/02/2013","07/03/2013","Photograph","moth","Resident","United StatesTennesseeWeakley County","36.334102924137","-88.847739100456","point record","placed point with pencil","at blacklight","kent (69)","","","07/03/2013 03:08:31"
"910074","Hypena scabra","07/13/2013","07/13/2013","Photograph","moth","Resident","United StatesNorth CarolinaBuncombe County","35.4630881","-82.7244822","point record","","","brhodes_avl_nc (39134)","","","07/13/2013 22:00:37"
"910391","Hypena scabra","07/14/2013","07/14/2013","Photograph","moth","Resident","United StatesMarylandAnne Arundel County","39.102890286764","-76.714782714844","point record","","12 mm. Attracted to balcony light. Walked in circles on the floor after a beetle disturbed it. Looks similar to the Green Cloverworm Moth in my Peterson guide, but my moth is more colorful.","treichard (19120)","","","07/14/2013 22:17:59"
"913679","Hypena scabra","07/28/2013","08/22/2013","Photograph","moth","Resident","United StatesMarylandMontgomery County","39.1925533","-77.1013217","point record","","","treichard (19120)","","","08/22/2013 22:13:51"
"914122","Hypena scabra","07/24/2013","10/17/2013","Photograph","moth","Resident","United StatesNew YorkOswego County","43.449838582343","-76.303811336274","point record","","","wayne13114 (18100)","","National Moth Week","10/17/2013 12:57:57"
"914590","Hypena scabra","08/04/2013","08/19/2013","Photograph","moth","Resident","United StatesVirginiaTazewell County","37.139204546008","-81.588903665543","point record","4 miles WNW of North Tazewell, VA 24630","","K Stilwell (127)","","","08/19/2013 10:59:18"
"914667","Hypena scabra","11/12/2012","08/20/2013","Photograph","moth","Resident","United StatesMassachusettsWorcester County","42.670595871022","-72.2525203228","point record","75b Butterworth Road","","Lula Field (835)","","","08/20/2013 20:50:00"
"914991","Hypena scabra","08/06/2013","08/09/2013","Photograph","moth","Resident","United StatesMaineKnox County","44.0270956","-69.1941953","point record","","","Aboover (34643)","","","08/09/2013 05:43:20"
"915234","Hypena scabra","07/26/2013","08/09/2013","Photograph","moth","Resident","United StatesVirginiaFairfax County","38.7934466","-77.2716505","point record","","","Matt ODonnell (1059)","","","08/09/2013 10:15:43"
"915520","Hypena scabra","08/09/2013","08/22/2013","Photograph","moth","Resident","United StatesNorth CarolinaForsyth County","36.1882639","-80.323055","point record","","","Shelley Rutkin (45128)","","","08/22/2013 22:40:30"
"915667","Hypena scabra","08/11/2013","08/24/2013","Photograph","moth","Resident","United StatesMarylandHoward County","39.268612","-76.8219079","point record","","Kicked up on deck, briefly stayed in view, then scooted into shade.","Kurt R. Schwarz (18828)","","","08/24/2013 21:15:41"
"915792","Hypena scabra","08/11/2013","08/13/2013","Photograph","moth","Resident","United StatesMarylandAnne Arundel County","39.103156709728","-76.715126037598","point record","","Attracted to balcony light.","treichard (19120)","","","08/13/2013 10:00:50"
"915853","Hypena scabra","08/09/2013","08/12/2013","Photograph","moth","Resident","United StatesNorth CarolinaForsyth County","36.1882639","-80.323055","point record","","","Shelley Rutkin (45128)","","","08/12/2013 22:28:30"
"915920","Hypena scabra","08/10/2013","08/24/2013","Photograph","moth","Resident","United StatesMassachusettsBarnstable County","41.644493","-70.3454579","point record","","attracted to deck lights","Sheryl Johnson (6080)","","","08/24/2013 22:42:44"
"915926","Hypena scabra","08/11/2013","08/24/2013","Photograph","moth","Resident","United StatesMassachusettsHampshire County","42.368829","-72.673659","point record","","Very dark reddish-black snout-shaped moth with subtle black and dark brown markings, about 1 inch long","edenny (5128)","","","08/24/2013 22:47:16"
"916061","Hypena scabra","07/31/2010","08/18/2013","Photograph","moth","Resident","United StatesTennesseeAnderson County","35.994118756097","-84.219397008419","point record","","","David Trently (107)","","","08/18/2013 16:42:50"
"916204","Hypena scabra","08/13/2013","08/14/2013","Photograph","moth","Resident","United StatesNorth CarolinaForsyth County","36.1882639","-80.323055","point record","","","Shelley Rutkin (45128)","","","08/14/2013 11:17:24"
"916344","Hypena scabra","08/11/2013","08/26/2013","Photograph","moth","Resident","United StatesMarylandAnne Arundel County","39.103156709728","-76.714782714844","point record","","Attracted to balcony light.  Likes to rest on a wall while facing downward.","treichard (19120)","","","08/26/2013 22:17:38"
"916455","Hypena scabra","08/15/2010","08/26/2013","Photograph","moth","Resident","United StatesTennesseeMeigs County","35.401985091853","-84.989365339279","point record","Hiwassee Wildlife Refuge","","David Trently (107)","","","08/26/2013 20:45:23"
"916554","Hypena scabra","08/15/2013","08/15/2013","Photograph","moth","Resident","United StatesIllinoisJohnson County","37.44544279091","-88.894028663636","point record","","I believe that I had seen earlier on Crepe Myrtle flowers, but couldn't get pic.  Later on drainpipe on house.  Cool clear summer evening. ","Mapper (40383)","","","08/15/2013 22:17:30"
"916770","Hypena scabra","08/11/2012","08/18/2013","Photograph","moth","Resident","United StatesTennesseeRutherford County","35.784469","-86.492716","point record","","","KristyBaker (30422)","","","08/18/2013 17:48:52"
"916771","Hypena scabra","08/11/2012","08/26/2013","Photograph","moth","Resident","United StatesTennesseeRutherford County","35.784469","-86.492716","point record","","","KristyBaker (30422)","","","08/26/2013 20:48:58"
"916960","Hypena scabra","08/18/2013","08/29/2013","Photograph","moth","Resident","United StatesIllinoisSt. Clair County","38.495692","-90.118308999996","point record","","The moth landed on my arm after coming into my house, and was perfectly fine with staying in the exact same spot for a good hour or so, in which I moved around or lot. It only seems to move if I direct it in some way.","kinxy (49079)","","","08/29/2013 22:10:19"
"917880","Hypena scabra","08/20/2013","09/01/2013","Photograph","moth","Resident","United StatesMarylandAnne Arundel County","39.102890286764","-76.714782714844","point record","","Attracted to balcony light.","treichard (19120)","","","09/01/2013 23:17:57"
"918673","Hypena scabra","08/18/2013","09/02/2013","Photograph","moth","Resident","United StatesOhioMontgomery County","39.8321815","-84.1337571","point record","","Drawn to porchlight","Jeff Brown (37748)","","","09/02/2013 22:03:24"
"926888","Hypena scabra","08/30/2013","09/01/2013","Photograph","moth","Resident","United StatesPennsylvaniaJuniata County","40.562851259102","-77.378897666932","point record","","Attracted to external light.","treichard (19120)","","","09/01/2013 08:55:48"
"927081","Hypena scabra","08/31/2013","09/02/2013","Photograph","moth","Resident","United StatesPennsylvaniaDauphin County","40.295333","-76.701537","point record","","attracted to light at night. ","digginflowers (42598)","","","09/02/2013 07:49:28"
"927697","Hypena scabra","08/04/2013","09/03/2013","Photograph","moth","Resident","United StatesOhioMontgomery County","39.8321815","-84.1337571","point record","","","Jeff Brown (37748)","","","09/03/2013 22:13:45"
"927698","Hypena scabra","08/07/2013","09/03/2013","Photograph","moth","Resident","United StatesOhioMontgomery County","39.8321815","-84.1337571","point record","","","Jeff Brown (37748)","","","09/03/2013 22:16:19"
"928415","Hypena scabra","09/07/2013","09/08/2013","Photograph","moth","Resident","United StatesMarylandAnne Arundel County","39.158792052273","-76.485443115235","point record","","Attracted to porch light. Black line was on nearby.","Bill Hubick (50294)","","","09/08/2013 18:32:39"
"929355","Hypena scabra","09/09/2013","02/19/2014","Photograph","moth","Resident","United StatesNew JerseyCape May County","38.93481","-74.959202","point record","","Found moving about in the mown grasses and clover","digginflowers (42598)","","","02/19/2014 19:52:44"
"930012","Hypena scabra","09/15/2013","09/16/2013","Photograph","moth","Resident","United StatesMarylandCarroll County","39.3897543","-76.9902276","point record","","","treichard (19120)","","","09/16/2013 21:29:48"
"930343","Hypena scabra","09/19/2013","09/19/2013","Photograph","moth","Resident","United StatesIllinoisJackson County","37.715492586733","-89.222856760025","point record","On the campus of S. Illinois Univ. Carbondale","","mathgeek (16132)","","","09/19/2013 21:50:15"
"930842","Hypena scabra","09/05/2013","09/23/2013","Photograph","moth","Resident","United StatesArkansasSebastian County","35.3349211","-94.297102600001","point record","","Moth flew to fence then away.","CA Ivy (16816)","","","09/23/2013 14:23:39"
"931292","Hypena scabra","07/26/2013","11/02/2013","Photograph","moth","Resident","United StatesTennesseeDeKalb County","36.0845299","-85.8114975","point record","","","Rangertsp (1818)","","National Moth Week","11/02/2013 23:06:52"
"931330","Hypena scabra","09/25/2013","09/27/2013","Photograph","moth","Resident","United StatesOklahomaTulsa County","36.0481502","-95.823594499998","point record","","Came to porch light.","CA Ivy (16816)","","","09/27/2013 00:49:17"
"931635","Hypena scabra","09/29/2013","09/29/2013","Photograph","moth","Resident","United StatesMarylandMontgomery County","39.194347331321","-77.121963500977","point record","","","treichard (19120)","","","09/29/2013 22:15:48"
"936285","Hypena scabra","10/02/2013","10/03/2013","Photograph","moth","Resident","United StatesVirginiaHenrico County","37.5841179","-77.507986","point record","Long narrow building with an open hallway open to the elements running down the entire length of the building.","it was in the inner hallway which is exposed to the elements on the wall","John LeBlanc (120)","","","10/03/2013 22:47:04"
"936567","Hypena scabra","10/02/2013","10/05/2013","Photograph","moth","Resident","United StatesMarylandBaltimore County","39.251381152671","-76.710212230682","point record","","maybe 5/8 or 6/8 inch in size.  In grassy field, photographed low on light pole","twcrowe (11352)","","","10/05/2013 20:59:29"
"936860","Hypena scabra","10/05/2013","10/07/2013","Photograph","moth","Resident","United StatesMarylandMontgomery County","38.970992","-77.137403","point record","Patio","Total Length 30 mm.","pbrody (49526)","","","10/07/2013 22:01:34"
"937011","Hypena scabra","10/01/2013","01/21/2014","Photograph","moth","Resident","United StatesOhioKnox County","40.427657","-82.339833","point record","","Found on outside of window screen.","dncms (15418)","","","01/21/2014 22:24:09"
"937254","Hypena scabra","10/11/2013","10/11/2013","Photograph","moth","Resident","United StatesMinnesotaClay County","46.8763057","-96.698907100003","point record","At the addressed home.","","sherlyn815 (49065)","","","10/11/2013 16:23:40"
"937255","Hypena scabra","10/11/2013","11/05/2013","Photograph","moth","Resident","United StatesMinnesotaClay County","46.8763057","-96.698907100003","point record","At the home of the addressed location.","","sherlyn815 (49065)","","","11/05/2013 16:32:24"
"937508","Hypena scabra","10/09/2013","10/13/2013","Photograph","moth","Resident","United StatesKentuckyHart County","37.4459875","-86.0140965","point record","","","rdhealy1951@aol.com (177)","","","10/13/2013 22:33:51"
"937839","Hypena scabra","09/25/2013","10/17/2013","Photograph","moth","Resident","United StatesVirginiaPittsylvania County","36.608072","-79.343033","point record","","","jratkins79 (42313)","","","10/17/2013 22:03:20"
"938214","Hypena scabra","10/22/2013","03/09/2014","Photograph","moth","Resident","United StatesNew YorkSuffolk County","40.700212","-73.295621","point record","","","Intrinsic3141 (51061)","","","03/09/2014 21:43:28"
"938684","Hypena scabra","10/28/2013","10/29/2013","Photograph","moth","Resident","United StatesVirginiaAlbemarle County","38.074134364209","-78.385756015778","point record","","","Nancy Weiss (400)","","","10/29/2013 21:14:48"
"938885","Hypena scabra","10/31/2013","11/01/2013","Photograph","moth","Resident","United StatesVirginiaChesterfield County","37.33066893102","-77.344809472561","point record","","","John LeBlanc (120)","","","11/01/2013 14:01:42"
"938935","Hypena scabra","10/14/2013","01/19/2014","Photograph","moth","Resident","United StatesAlabamaMarshall County","34.205705","-86.1584869","point record","","20 mm length","ddodd (17441)","","","01/19/2014 00:36:47"
"939060","Hypena scabra","11/03/2013","11/03/2013","Photograph","moth","Resident","United StatesFloridaLake County","28.833022","-81.547341","point record","","Less than an inch long.Sitting on my screen. Sorry for the poor photo. Hoping someone will know what it is. I turned the photo around so it was facing up, but it was actually facing down.","Cheri Pierce (1337)","","","11/03/2013 17:35:40"
"939261","Hypena scabra","01/31/2012","11/06/2013","Photograph","moth","Resident","United StatesTravis CountyTexas","30.411791","-97.648724000002","point record","","","jeffmci9 (908)","","","11/06/2013 23:29:46"
"939499","Hypena scabra","11/09/2013","11/10/2013","Photograph","moth","Resident","United StatesLampasas CountyTexas","31.048341","-97.933201000002","point record","","","TeddyKuma (21180)","","","11/10/2013 07:27:03"
"939760","Hypena scabra","07/01/2013","11/16/2013","Photograph","moth","Resident","United StatesMassachusettsEssex County","42.822004497621","-70.89917421341","point record","","","a-o (35069)","","","11/16/2013 10:21:49"
"939895","Hypena scabra","06/07/2013","11/15/2013","Photograph","moth","Resident","United StatesPennsylvaniaButler County","41.075738004501","-79.738115072251","point record","Parker Twp.","","curtis.lehman (46)","","","11/15/2013 18:06:08"
"940054","Hypena scabra","11/18/2013","11/18/2013","Photograph","moth","Resident","United StatesArkansasSebastian County","35.3349211","-94.297102600001","point record","","Lots of Green Cloverworm moths in the yard.","CA Ivy (16816)","","","11/18/2013 20:53:01"
"940190","Hypena scabra","07/20/2013","11/26/2013","Photograph","moth","Resident","United StatesTennesseeWarren County","35.8103701","-85.6419066","point record","","Attracted to blacklight in open area.","Rangertsp (1818)","","National Moth Week","11/26/2013 20:52:34"
"940693","Hypena scabra","07/30/2013","12/02/2013","Photograph","moth","Resident","United StatesMarylandHoward County","39.195665","-76.870095","point record","","on house siding","raven10322 (1943)","","","12/02/2013 21:51:31"
"940816","Hypena scabra","12/04/2013","12/04/2013","Photograph","moth","Resident","United StatesNorth CarolinaChatham County","35.696575790511","-79.209902286529","point record","","Attracted to porchlight. Temperatures in the 60s during the day, 40s at night. ","UrsulaV (51249)","","","12/04/2013 21:52:57"
"941023","Hypena scabra","12/07/2013","12/10/2013","Photograph","moth","Resident","United StatesPennsylvaniaCumberland County","40.2181039","-77.013339","point record","","","Latenight (51087)","","","12/10/2013 16:12:25"
"941394","Hypena scabra","12/20/2013","12/21/2013","Photograph","moth","Resident","United StatesArkansasSebastian County","35.3349211","-94.297102600001","point record","","Moth decided to visit living room on chilly evening.","CA Ivy (16816)","","","12/21/2013 21:17:07"
"941401","Hypena scabra","12/20/2013","12/21/2013","Photograph","moth","Resident","United StatesLampasas CountyTexas","31.048341","-97.933201000002","point record","","","TeddyKuma (21180)","","","12/21/2013 18:44:07"
"941529","Hypena scabra","05/07/2013","12/25/2013","Photograph","moth","Resident","United StatesOklahomaTulsa County","36.1313527","-95.973344099996","point record","","Moth on leaves in wooded area.","CA Ivy (16816)","","","12/25/2013 20:39:16"
"941590","Hypena scabra","12/26/2013","12/27/2013","Photograph","moth","Resident","United StatesTexasBurnet County","30.6082428","-98.395860499998","point record","","","Sparks7 (51999)","","","12/27/2013 19:55:39"
"941673","Hypena scabra","12/28/2013","12/29/2013","Photograph","moth","Resident","United StatesLampasas CountyTexas","31.048341","-97.933201000002","point record","","","TeddyKuma (21180)","","","12/29/2013 06:03:43"
